city,latitude,longitude
Corona,33.87263936363637,-117.57316181818182
San Marcos,30.769458636363638,-103.19097327272729
Overland Park,38.95114009090909,-94.69066945454546
Dahlgren,38.331239999999994,-77.05109000000002
Fort Wayne,41.095729636363636,-85.13920672727274
Henderson,35.732144,-106.54484172727271
West Palm Beach,26.712392272727275,-80.08171272727272
Savannah,32.06010690909091,-81.11710545454547
Wayne,40.92898754545454,-76.22763636363636
Lake Forest,34.43457781818182,-114.97225345454545
Little Rock,34.74607145454545,-92.31653145454544
Boca Raton,26.40814172727273,-80.08435909090909
The Woodlands,30.153216727272728,-95.48449000000001
Everett,45.94379699999999,-103.6148400909091
Marysville,44.30579690909091,-111.48731490909094
Lynchburg,37.370248454545454,-79.19730454545454
Woodland Hills,34.171336090909094,-118.60571454545453
Lansing,42.731959272727266,-84.56571872727272
Fairfield,39.50132045454546,-94.46564436363637
Asheville,35.58190554545455,-82.55635027272729
Syracuse,43.066379636363635,-76.13803081818183
Mechanicsburg,40.21392118181818,-77.00422918181819
Rome,38.742386700000004,-80.315101
Fort Collins,40.5722727,-105.07493500000001
Jackson,35.300062100000005,-88.7937906
Camden,38.58140469999999,-75.5227004
Beaverton,45.47892589999999,-122.79662750000003
Ashburn,39.0375811,-77.4831325
Sparks,39.5330379,-111.0853956
Portsmouth,40.57573709999999,-72.991838
Renton,47.482103900000006,-122.21204599999999
Stamford,41.050500899999996,-73.53835459999999
College Station,30.6295753,-96.34699099999997
Kingsport,36.54853479999999,-82.55874100000001
Norwalk,40.663486199999994,-79.6021676
Lenexa,38.9523732,-94.74255149999998
Corpus Christi,27.7854632,-97.397772
Silver Spring,38.9993181,-77.0229535
Waco,31.548888599999998,-97.14383849999999
Lebanon,39.090948000000004,-83.436448
Towson,39.401986300000004,-76.6031496
Dearborn,42.31513640000001,-83.21417480000002
Newton,40.218133900000005,-74.58062949999999
Fort Washington,40.140282,-75.2043904
Lakewood,42.0153721,-104.149569
Allentown,40.600994899999996,-75.497735
Bozeman,45.6782343,-111.066114
Melbourne,28.1062466,-80.627894
Worcester,42.25578855555555,-71.81018377777777
Tysons Corner,38.93108666666667,-77.23232333333334
Farmington,42.03146,-75.67417777777777
Lancaster,39.46804755555556,-78.52212333333334
Brighton,41.08125066666667,-92.62470300000001
York,39.833373111111115,-79.672375
Bakersfield,35.36984377777778,-119.06356666666667
South Bend,41.682026111111114,-86.26429488888888
Chesterfield,38.82001322222223,-86.82264177777779
Annapolis,38.977856777777774,-76.51570755555555
Brentwood,36.00057422222223,-86.79652777777778
San Fernando,34.28238666666667,-118.43780044444445
Berkeley,37.86714433333334,-122.2802548888889
Broomfield,39.90687777777778,-105.09563111111113
Santa Monica,34.020042000000004,-118.48469944444443
Owings Mills,39.42264977777778,-76.77994333333335
Akron,41.27560311111111,-81.18197277777776
Lombard,41.848188888888885,-88.01492400000001
Riverside,33.96490544444445,-117.39535344444448
Beaumont,30.07851788888889,-94.11627944444446
Meridian,38.6151271111111,-104.07850222222223
Centennial,39.583776666666665,-104.8704977777778
Athens,35.955946555555556,-85.58108477777779
Blacksburg,37.206447888888896,-80.40824444444443
Evansville,39.06443144444445,-91.73463622222222
South Plainfield,40.57292122222222,-74.41711533333334
Johnson City,36.31098577777777,-83.43670422222222
Lewisville,33.05189066666666,-97.00057955555555
Santa Fe,35.67897500000001,-105.95391111111114
Naperville,41.77997844444444,-88.16284288888889
Richland,41.61266322222222,-109.57596599999998
Pomona,34.05543522222222,-117.7684
Peoria,40.70482011111111,-89.59407222222221
Somerville,41.98460733333333,-71.88060333333334
Gainesville,31.72258344444445,-83.00838888888889
Carrollton,33.203278375,-92.4724265
Blue Ash,39.238921375000004,-84.37776674999999
Clearwater,27.929322749999997,-82.75895625000001
Winchester,39.190231874999995,-78.16299074999999
Dallas-Fort Worth,32.754234000000004,-97.06376
Erie,42.127522625,-80.07739875
Marlborough,42.34505250000001,-71.553754
Fargo,46.853078374999996,-96.82959112500001
South San Francisco,37.653513499999995,-122.41914499999997
San Luis Obispo,35.282486625,-120.66314062500001
Patuxent River,38.281155000000005,-76.42046249999999
Andover,42.657247999999996,-71.15085625
Aberdeen,39.509488375000004,-76.16641125000001
Piscataway,40.53979700000001,-74.438814
Rock Hill,34.92007625,-81.02089625
Round Rock,30.507864875,-97.665859375
Los Gatos,37.24587275,-121.96843750000001
Hillsboro,45.53625325,-122.94916425000002
Hanover,39.237761875000004,-76.904775
Provo,40.228555875,-111.65946050000001
Santa Rosa,38.457314499999995,-122.729784375
Katy,29.797350499999997,-95.81660875
Bristol,41.277608,-73.216487
Toledo,41.669166624999995,-83.559169375
Woodbridge,39.138639375,-76.539865
Cedar Rapids,41.99773450000001,-91.64348800000002
The Dalles,45.599214749999994,-121.18207887500002
Providence,41.816078375000004,-71.41447375
Manassas,38.750949999999996,-77.47527000000001
Santa Cruz,36.994166125,-122.051054
West Chester,39.86799085714285,-76.85821857142857
Orchard Park,42.77270071428571,-78.77396285714285
Cheyenne,41.13956785714286,-104.81090428571429
Clayton,38.40213357142857,-84.43491714285715
Edwardsville,38.810993571428575,-89.95272000000001
Clifton,40.85219571428571,-74.16789142857144
Sterling Heights,42.580744857142854,-83.03678628571427
Longview,34.43656657142857,-98.75585742857143
Newport,41.51282342857143,-72.05720714285715
Leesburg,36.169486,-78.78914285714286
Clarksville,37.532382857142856,-86.45004514285715
Watertown,44.16032785714286,-89.18261685714285
Glen Allen,37.65643457142857,-77.56011099999999
San Ramon,37.77838071428572,-121.97545214285715
Petaluma,38.238111142857136,-122.6274257142857
Fairmont,39.466752142857146,-80.15552571428573
Lowell,41.90966057142857,-81.9387364285714
Hillsborough,40.86373285714286,-74.25384714285714
Coraopolis,40.51828828571428,-80.181944
Marion,38.68982142857143,-81.55985
Novi,42.47811014285714,-83.46377642857144
Lexington Park,38.269380857142856,-76.46633971428571
Loveland,40.08193242857143,-99.14090428571429
Spokane Valley,47.670757714285706,-117.23234285714285
Dover,40.51430657142857,-75.04308999999999
Bethpage,40.74851699999999,-73.48855571428571
Poway,32.95549857142857,-117.03630000000001
Florence,33.606151142857144,-82.73811642857142
Binghamton,42.11553057142857,-75.90496571428571
Kenosha,42.57839357142858,-87.83597999999999
King of Prussia,40.09308,-75.39283714285715
Eugene,44.036772857142864,-123.07988785714285
Tustin,33.728517571428576,-117.82592857142858
Fort Pierce,27.437988571428566,-80.33519885714284
Sioux Falls,43.53449314285715,-96.73250499999999
Westerville,40.12177971428571,-82.92948999999999
New Haven,41.27337285714286,-74.65123271428571
Sandy,40.57717371428571,-111.88325571428572
Melville,40.79068614285715,-73.41166
Deerfield,41.84295957142857,-85.90594942857145
Parsippany,40.85997485714285,-74.41872428571428
Newport Beach,33.638222999999996,-117.88356285714283
Downers Grove,41.80194171428571,-88.03084142857143
Skokie,42.031006857142856,-87.73085428571429
Malvern,40.03976428571429,-75.5181857142857
Macon,32.855572142857135,-83.65557657142858
Fort Bragg,35.13896671428572,-79.00517071428574
Iselin,40.572910428571426,-74.31828428571428
Marietta,35.51350285714286,-83.64221057142858
Kent,46.50410885714285,-116.40346714285714
Holland,42.765511000000004,-86.09775085714286
Kennesaw,34.01320428571429,-84.59253428571428
Hastings,43.24429571428572,-87.46098428571429
Greenbelt,39.005613999999994,-76.87271571428572
Smyrna,35.38316857142858,-85.94596571428572
Wichita,37.689038000000004,-97.32197083333335
Menomonee Falls,43.146896999999996,-88.116375
Hoboken,40.742414000000004,-74.03125666666666
Chico,39.73497116666667,-121.83444833333334
Stockton,37.938777333333334,-121.28238066666665
Jefferson City,37.75857,-89.27981333333332
Anchorage,61.19465966666667,-149.88742333333334
Lawrence,39.59000666666667,-91.23231750000001
Chesapeake,36.801858,-76.26382666666667
Rancho Cucamonga,34.096676333333335,-117.56910750000002
West Bloomfield Township,42.564451999999996,-83.37917
Pontiac,41.21854299999999,-82.88488499999998
Mason,39.33801333333333,-84.30860166666666
Bellingham,47.639584333333325,-113.97370333333335
North Charleston,32.88072833333333,-80.00131999999999
Denton,33.224803333333334,-97.11109333333332
Bloomfield,41.019812,-75.58136133333333
Garland,32.9094335,-96.65650749999999
Sumner,47.19922416666666,-122.23261000000001
Roanoke,37.27866,-79.95403000000002
Hampton,38.0112215,-75.422645
Cumming,34.197305,-84.145825
Somerset,41.27972433333334,-77.52935333333333
Fife,47.238663333333335,-122.36037
Livonia,42.38180916666666,-83.37501416666667
Hauppauge,40.823218833333335,-73.22018333333332
Quincy,41.861712833333335,-74.41087166666667
Mount Pleasant,36.109066166666665,-82.54603566666665
Temecula,33.5027545,-117.15657700000001
Tigard,45.43123,-122.77148999999999
Greenwood Village,39.61465033333334,-104.93283166666667
Mooresville,35.58638,-80.81472083333334
Roswell,34.0320515,-84.35272366666668
Winston-Salem,36.09926333333333,-80.25729249999999
Brooklyn Park,45.08922716666667,-93.36049166666668
Georgetown,33.15455883333333,-93.300145
Broken Arrow,36.05133833333333,-95.79372333333333
Walnut Creek,37.90482766666666,-122.06223899999999
Carson,34.378186,-111.43372266666667
Culver City,34.02125633333333,-118.39349999999997
Rocky Mount,36.29135333333333,-78.49101333333333
Webster,34.09809033333334,-89.23600666666665
Raleigh-Durham,35.883064,-78.76861600000001
Daytona Beach,29.187910666666667,-81.02666333333333
Salisbury,37.015820000000005,-78.03680000000001
Middleton,43.10295166666666,-89.51716166666667
Helena,46.592688833333334,-112.03707933333334
Charlottesville,38.04349233333333,-78.462195
Rockford,42.40749433333334,-88.50228499999999
Golden,39.75437133333333,-105.21230333333334
Norcross,33.94470633333333,-84.2098175
Saint Charles,39.309049,-90.135534
Tumwater,47.00732,-122.90931
Fredericksburg,38.297729333333336,-77.484706
Draper,40.52467000000001,-111.86381999999999
Eau Claire,44.827877,-91.48014333333333
Lubbock,33.572214499999994,-101.87038833333332
Chino,34.00890499999999,-117.689775
Appleton,44.2708135,-88.39489166666665
Long Island City,40.74539966666667,-73.941995
Carmel,39.952046499999994,-86.18335666666667
Foster City,37.556779999999996,-122.27078499999999
Shelton,44.232642,-98.09794066666666
Grand Prairie,32.738124166666665,-97.01280333333334
Foothill Ranch,33.682424,-117.659552
Neenah,44.1896828,-88.470502
Canton,40.905305,-78.402681
Van Nuys,34.2026356,-118.46888200000001
Manitowoc,44.0875674,-87.666422
Kalamazoo,42.2625982,-85.6383152
Metairie,30.013645000000004,-90.154465
Myrtle Beach,33.68167,-78.8987432
West Covina,34.0659032,-117.93841400000001
Naples,28.8947648,-83.4879152
Murray,38.239563,-97.743746
Elgin,42.0538144,-88.31036499999999
Harvey,29.907809999999994,-90.06606
Chelmsford,42.584731999999995,-71.31635000000001
Barrington,41.263365,-82.901732
Glen Burnie,39.169716,-76.625394
Westfield,42.0991944,-73.72131879999999
Suwanee,34.0559932,-84.076092
Bradenton,27.489187200000003,-82.559004
Eden Prairie,44.860839399999996,-93.45280199999999
Santa Paula,34.3558752,-119.06388999999999
Maryland Heights,38.71965960000001,-90.435666
Greenfield,40.9943222,-83.57475600000001
Pensacola,30.432622000000002,-87.22344
Bismarck,46.797207,-100.75291
Doral,25.7910408,-80.35098
Vista,33.19526280000001,-117.23870299999999
Cranbury,40.326539999999994,-74.506072
Crystal City,38.7311748,-79.71564
Fort Eustis,37.106753600000005,-76.55663200000001
Hamden,41.3691252,-72.91725
Austell,33.7819802,-84.586514
Inland Empire,34.06722,-117.54443999999998
Ventura,34.28280600000001,-119.266049
Issaquah,47.5310434,-122.02146499999999
Fall River,41.7218456,-71.1413528
Johnston,41.7340684,-84.82308
Eagan,44.80413,-93.16689000000001
Bowling Green,36.98618660000001,-86.456354
Westborough,42.273606,-71.6068858
Tuscaloosa,33.194553199999994,-87.541098
Flagstaff,35.1997516,-111.63486600000002
Ogden,41.24016,-111.98128000000001
Traverse City,44.757557,-85.62286800000001
Meriden,41.529386,-72.8163376
Woodlawn,38.94956,-76.89135999999999
Ithaca,42.4563352,-76.487558
Southfield,42.473965,-83.226252
Edison,40.5198756,-74.407567
San Carlos,37.50716,-122.26052
Milford,42.0733656,-81.87211099999999
Lake Mary,28.756327999999996,-81.33201199999999
Davenport,39.7462296,-103.264418
Livermore,37.685680000000005,-121.76216
Stafford,34.917634,-84.675962
Oxford,37.9574696,-77.597639
Fountain Valley,33.706122,-117.946958
Conroe,30.3131324,-95.45888319999999
Allen,33.1044444,-96.689103
Saint Peters,38.7820488,-90.61107799999999
Woodcliff Lake,41.02343,-74.06653
Pierre,44.38413200000001,-100.31853599999998
Suitland,38.8441548,-76.92181599999999
Pueblo,38.2655118,-104.58008
Amherst,41.626039199999994,-74.892684
New Berlin,42.9408584,-85.5618418
Cuyahoga Falls,41.142004,-81.491753
Williamsburg,37.156142,-78.18082999999999
Bentonville,36.381124,-94.21080979999999
Emeryville,37.84029760000001,-122.29251400000001
Sugar Land,29.610533399999998,-95.62478999999999
Hebron,39.4285316,-83.81374000000001
Schenectady,42.81421400000001,-73.94048599999999
Caguas,18.23412,-66.0485
High Point,35.9889464,-79.987942
Campbell,37.282798400000004,-121.94603400000001
Frankfort,38.616372,-85.23057000000001
Morristown,37.1312876,-81.528971
Plainfield,41.79141,-84.85066400000001
Maple Grove,45.090438,-93.444973
Vienna,38.9087512,-77.25536
Davie,26.073519599999997,-80.25577799999999
Itasca,41.973418,-88.00252600000002
Yorktown,37.220759,-76.4995675
Horsham,40.18006375,-75.14360400000001
Aiken,33.5876245,-81.69583
Miramar,25.984032499999998,-80.26899875000001
Peachtree Corners,33.9701,-84.22159
Basking Ridge,40.690569499999995,-74.5660255
Forest,33.602975,-86.9366385
Lawrenceville,35.53788,-81.6920525
Elk Rapids,44.902376000000004,-85.40374749999998
Mineola,40.74525,-73.64111
Coppell,32.944152,-96.9975895
Coral Springs,26.27660875,-80.28371
Liverpool,43.10646,-76.2177
Pewaukee,43.079346,-88.2575775
Merrimack,42.857836000000006,-71.50110875
Linthicum,39.20511,-76.65275
Greenwich,41.044245000000004,-73.65144000000001
Lisle,41.7986,-88.07500375000001
Sanford,30.468075000000002,-80.7648875
Sulphur Springs,33.14053,-95.59898000000001
Fort Lee,39.174257,-75.653355
Rosemead,34.065647750000004,-118.0823
Thomasville,34.890352500000006,-81.99545250000001
Blackfoot,43.191045,-112.34725875000001
Bronx,40.817575000000005,-73.90084625
Universal City,34.1389,-118.35341000000001
Windsor Locks,41.9321735,-72.634105
Shaw AFB,33.978936499999996,-80.47645700000001
Coral Gables,25.72149,-80.26838000000001
Ellicott City,39.271898,-76.80617500000001
Framingham,42.303121000000004,-71.4525325
Agawam,42.0627865,-72.64129249999999
New Castle,40.037893000000004,-76.76098875
Elyria,41.3688315,-82.1069775
Norristown,40.1215,-75.3399
Laurel,38.973017750000004,-76.54081
Rockledge,28.291796,-80.7029
Billings,45.77159975,-108.5497175
Idaho Falls,43.47816924999999,-112.0432525
Logan,41.75087275,-111.80369400000001
Newport News,37.034887499999996,-76.454275
Scott AFB,38.5427,-89.85035
West Valley City,40.691727,-111.98774500000002
South Burlington,44.45965575000001,-73.1638925
Lawrenceburg,37.87462425,-85.4898325
Las Cruces,32.33757075,-106.751935
Mansfield,39.3424125,-80.52529
Midvale,40.61786624999999,-111.89952499999998
Rocky Hill,41.66482,-72.63926
Northville,42.423807499999995,-83.4839825
Warner Robins,32.6083685,-83.619137
Clinton,38.88654375,-81.42152000000002
Woodbury,42.86993125,-83.21834100000001
Janesville,42.711682,-89.01553974999999
Farmers Branch,32.9263075,-96.8803375
Rosslyn,38.89678,-77.07248
Deer Park,38.35508175,-82.4785325
Plantation,26.119151499999997,-80.2346985
Chamblee,33.89205,-84.29881
Saginaw,40.787698,-87.327045
DeLand,29.006778999999998,-81.30775550000001
Hicksville,40.7593235,-73.51510999999999
Scranton,41.41014,-75.664615
Minneapolis-Saint Paul,44.96219,-93.17856
Los Alamos,35.88808,-106.30696999999999
Chatsworth,34.2504525,-118.59365625
Ponca City,36.707506,-97.08612749999999
Montvale,41.04907349999999,-74.048291
La Crosse,43.79997924999999,-91.2349575
Carpinteria,34.39888,-119.51846
Altoona,41.09099,-85.95232
Summerville,33.018161,-80.1935
Surprise,33.629230750000005,-112.35928
Port Huron,42.970859999999995,-82.42491
Smithfield,41.9231565,-71.54572125
Studio City,34.14394075,-118.38884000000002
Sunrise,26.15243,-80.31543625
Springville,40.1748295,-111.61851199999998
Wayland,42.3428875,-71.36478600000001
Hudson,42.04875075,-77.17578124999999
Modesto,37.6375995,-120.96975725000001
Brunswick,31.15967775,-81.4877175
Pembroke Pines,26.00859425,-80.24674375000001
Merced,37.30216,-120.48297
Lititz,40.1422905,-76.30991
Chevy Chase,38.966210000000004,-77.08123499999999
McAllen,26.202495000000003,-98.22977999999999
Brea,33.917965,-117.89913250000001
Maryville,35.7686625,-83.98997750000001
Fond du Lac,43.789505,-88.48286000000002
East Peoria,40.675129999999996,-89.5580525
Perryville,38.63979499999999,-82.94075000000001
Brevard,35.235477,-82.73043
Tysons,38.9361615,-77.248215
City of Lakeland,28.05678,-81.95241999999999
Suffolk,36.8114335,-76.509912
Odessa,31.86254,-102.3479125
Westlake,39.347623,-85.73354749999999
Rensselaer,41.79697,-80.44749200000001
Billerica,42.55843,-71.26895
Butler,40.839916,-79.9117035
Mobile,30.6656295,-88.08576375
Fort Atkinson,42.925497,-88.84109799999999
Sarasota,27.36352675,-82.5342245
Fort Smith,35.36418075,-94.4090225
Sierra Vista,31.548054750000002,-110.2927175
East Lansing,42.743263500000005,-84.4739205
Wilsonville,45.30507575,-122.76803749999999
Elk Grove Village,42.00479825,-87.96842
Thousand Oaks,34.188405,-118.82988499999999
Tracy,37.7307775,-121.41673
Hutto,30.5427,-97.54666999999999
Ames,42.02871,-93.64391
Buffalo Grove,42.16409875,-87.93585
Amarillo,35.222,-101.8313
Haverhill,42.7762,-71.07728
Morgantown,40.022134,-76.89113350000001
Venice,33.9932515,-118.46681
Folsom,38.667646500000004,-121.18096750000001
Danville,38.366155,-83.51272625
Montgomery,34.65706075,-83.28508375
Canandaigua,42.87423,-77.28804000000001
Bohemia,40.77112075,-73.112695
McKinney,33.20177625,-96.6239125
Harrisonburg,38.46893875,-78.83266875
Paducah,37.066618500000004,-88.630725
Calabasas,34.14571675,-118.647775
Sedona,34.86906175,-111.7611075
Olathe,38.89604925,-94.81590600000001
Redlands,34.0588275,-117.18444249999999
Martinsburg,39.4700255,-77.9717425
Bridgeton,39.42654424999999,-75.204365
Farmington Hills,42.49777525,-83.36007124999999
Playa Vista,33.97279,-118.42758
Napa,38.306864,-122.3023925
Fenton,39.6038595,-88.76986249999999
Selection,40.9639,-92.78325
Northborough,42.337647000000004,-71.62953125000001
Londonderry,42.914320000000004,-71.41405999999999
Millville,39.351915250000005,-75.0191625
Rocklin,38.80529249999999,-121.241765
Henrico,37.640827,-77.5764
Iowa City,41.660853333333336,-91.53678000000001
Crestview,30.76213,-86.57051
Hill AFB,41.12532,-111.98333999999998
Conyers,33.658993333333335,-84.00249333333333
Michigan City,41.70256666666667,-86.90628166666669
Monrovia,34.148215,-118.00283333333334
Camp Hill,40.22850333333333,-76.93599
Palmdale,34.58128666666667,-118.12718533333334
Hawthorne,38.701450666666666,-88.65398333333333
