Role,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Data Analyst,Test Analyst,Allan Gray,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Allan Gray,10/01/2019 15:21,Managing and maintaining the test environments and test <b>data</b>. At Allan Gray we believe in building software that will shape the future and we are looking for…,http://www.indeed.co.za/viewjob?jk=96c87c5f8edf733d&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg008binr800,"indeed_clk(this,'8183');",-33.91667,18.41667,96c87c5f8edf733d,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Data Analyst,"Senior Inventory Analyst - Johannesburg, Africa",China Molybdenum Co Ltd (CMOC) International,Bryanston,GP,ZA,en,"Bryanston, Gauteng 2191",China Molybdenum Co Ltd (CMOC) International,10/01/2019 22:19,Prior experience analyzing large and complex <b>data</b> sets across multiple locations and IT systems. Ensure security and accountability of inventory through…,http://www.indeed.co.za/viewjob?jk=835807d880c111f3&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZqceCUD7Tu1It5U_McfMPdk&indpubnum=9091824477922251&atk=1dlmkfvakovv9800,"indeed_clk(this,'7491');",-26.05,28.0333,835807d880c111f3,FALSE,FALSE,FALSE,"Bryanston, Gauteng 2191",8 months ago,
Data Analyst,Software Quality Assurance Engineer (Senior Technical Test Analyst),iLAB (Pty) Ltd,Cape Town,WC,ZA,en,"Cape Town, Western Cape",iLAB,11/01/2019 11:28,"Develop deep understanding of the currently employed technologies, <b>data</b> models, application functionality and development process.",http://www.indeed.co.za/viewjob?jk=6fa2367bf9a2377e&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkH87Kkea0yDvYs4aYPsncQ&indpubnum=9091824477922251&atk=1dlmkgbr2f10r800,"indeed_clk(this,'305');",-33.91667,18.41667,6fa2367bf9a2377e,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Data Analyst,Software Quality Assurance Engineer (Senior Technical Test Analyst),iLAB (Pty) Ltd,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",iLAB,11/01/2019 11:28,"Develop deep understanding of the currently employed technologies, <b>data</b> models, application functionality and development process.",http://www.indeed.co.za/viewjob?jk=003d2bb955ef98d7&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZr0EbF7-cqBPhXdvdk1VMY0&indpubnum=9091824477922251&atk=1dlmkgageovv9801,"indeed_clk(this,'8942');",-26.20227,28.04363,003d2bb955ef98d7,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",8 months ago,
Network Engineer,Electrical Engineer,Integrate Recruitment,Pretoria,GP,ZA,en,"Pretoria, Gauteng",Integrate Recruitment,11/01/2019 15:39,The position of an Electrical <b>Engineer</b> has become available within a clients organisation. The successful candidate will be able to formulate – with the…,http://www.indeed.co.za/viewjob?jk=526418319bae7390&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEKFiUN2vm03RR_Mvpr_Zjk&indpubnum=9091824477922251&atk=1dlmlhq5qobp8801,"indeed_clk(this,'6330');",-25.74486,28.18783,526418319bae7390,FALSE,FALSE,FALSE,"Pretoria, Gauteng",8 months ago,
Data Analyst,Business Analyst – Team Leader,Media House,مدينة نصر,C,EG,en,مدينة نصر,Media House,12/01/2019 11:35,Business <b>Analyst</b> – Team Leader. The Lead Business <b>Analyst</b> is also responsible for generating and compiling reports based. Highly self motivated and directed.,http://eg.indeed.com/viewjob?jk=cd6bdc9eaedeb271&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZjWzR3Rd5m0z5atA4lGIu-U&indpubnum=9091824477922251&atk=1dlmkgnnof0bg800,"indeed_clk(this,'2487');",30.05,31.366667,cd6bdc9eaedeb271,FALSE,FALSE,FALSE,مدينة نصر,منذ 8 أشهور,
Data Analyst,Sales business analyst,,Casablanca,6,MA,fr,Casablanca,Qri3a,13/01/2019 03:08,"Fournir les donnés, les analyses des ventes et les processus de reporting ;analyser profondément les rapports des ventes, préparer et présenter des études des…",http://ma.indeed.com/viewjob?jk=3836d6c908a7dce0&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhjVlJqnNN7kWEIT_Bh4WSKksYztKg6YcWeBpo--oJoVp-YmrTjdT0pr6Ty3yPAoIYQ&indpubnum=9091824477922251&atk=1dlmkgl32f1b3800,"indeed_clk(this,'9777');",33.593914,-7.61763,3836d6c908a7dce0,FALSE,FALSE,FALSE,Casablanca,il y a 8 mois,
Data Analyst,Senior Business Analyst,Path Solutions EG,مدينة نصر,C,EG,en,مدينة نصر,Path Solutions EG,13/01/2019 12:05,"Delivers elements of system design, including <b>data</b> migration rules, business rules, wireframes, or other detailed deliverables.",http://eg.indeed.com/viewjob?jk=72faa302eb2eda4f&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZh-O-f9RjGDfZdIwpVVQP4Y&indpubnum=9091824477922251&atk=1dlmkgpndobp8800,"indeed_clk(this,'4525');",30.05,31.366667,72faa302eb2eda4f,FALSE,FALSE,TRUE,مدينة نصر,منذ 8 أشهور,
Data Analyst,Market Analyst,Marketeers,القاهرة,C,EG,en,القاهرة,Marketeers,14/01/2019 07:31,Utilizing quantitative tools to analyze the <b>data</b> & numbers extracted. Please send your CV with Market <b>Analyst</b> in the subject line to hr@marketeersresearch.com.,http://eg.indeed.com/viewjob?jk=a1616c49504fe2fc&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZmJ4ySCUgMgqJTgFCRbRSX8&indpubnum=9091824477922251&atk=1dlmkgn38ov7n801,"indeed_clk(this,'1832');",30.06263,31.24967,a1616c49504fe2fc,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Data Analyst,BUSINESS ANALYST,Shide Consulting,,,ZA,en,South Africa,Shide Consulting,14/01/2019 16:29,The <b>data</b> and terminology associated with Asset Management is understood. At least 5-7 years work experience in a business <b>analyst</b> role.,http://www.indeed.co.za/viewjob?jk=c81757c2cd77b9df&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZs8PQWGYGL9aQW6yd68kE0I&indpubnum=9091824477922251&atk=1dlmkgfqef1df800,"indeed_clk(this,'4381');",,,c81757c2cd77b9df,FALSE,FALSE,TRUE,South Africa,8 months ago,
Data Analyst,Senior Business Analyst,Business Borderlines,القاهرة,C,EG,en,القاهرة,Business Borderlines,14/01/2019 18:43,Advanced knowledge of <b>data</b> querying analysis skills (SQL). Understanding and participation Business Architecture. Fluent written and spoken English.,http://eg.indeed.com/viewjob?jk=52efb1722f04b38c&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZh-O-f9RjGDfZdIwpVVQP4Y&indpubnum=9091824477922251&atk=1dlmkgpndobp8800,"indeed_clk(this,'4525');",30.06263,31.24967,52efb1722f04b38c,FALSE,FALSE,TRUE,القاهرة,منذ 8 أشهور,
Network Engineer,Systems Engineer at Proxynet Communications,careersome,Lagos,LA,NG,en,Lagos,careersome,15/01/2019 03:54,"Well rounded experience on how to troubleshoot & fix <b>network</b> issues. Proxynet Communications, an Information Technology Company, is recruiting to fill the…",http://ng.indeed.com/viewjob?jk=fd1a7a4c39489cb5&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnN5vFSIFCoViYGH_IR6zq7_M&indpubnum=9091824477922251&atk=1dlmlicc5oab7800,"indeed_clk(this,'4964');",6.45407,3.39467,fd1a7a4c39489cb5,FALSE,FALSE,FALSE,Lagos,8 months ago,
Data Analyst,Systems analyst.,Smart Software House,القاهرة,C,EG,en,القاهرة,Smart Software House,15/01/2019 15:03,Overseeing implementation of a new system including <b>data</b> migration. The <b>analyst</b> acts as liaison between the client and the developers.,http://eg.indeed.com/viewjob?jk=ca819a1e3bc5079f&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZjWzR3Rd5m0z5atA4lGIu-U&indpubnum=9091824477922251&atk=1dlmkgnnof0bg800,"indeed_clk(this,'2487');",30.06263,31.24967,ca819a1e3bc5079f,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Network Engineer,Network engineer.,Smart Software House,القاهرة,C,EG,en,القاهرة,Smart Software House,15/01/2019 15:03,"Scheduling upgrades and collaborating with <b>network</b> architects on <b>network</b> optimization. Maximizing <b>network</b> performance by monitoring performance, troubleshooting…",http://eg.indeed.com/viewjob?jk=e8844fd395a472b2&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF44YaVjopqMOwvtF5Jj1y_1Q&indpubnum=9091824477922251&atk=1dlmli6nkolng800,"indeed_clk(this,'9187');",30.06263,31.24967,e8844fd395a472b2,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Data Analyst,Quality Assurance Analyst,Zinka Resources,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 15:59,Uses Call Centre tools to gather <b>data</b> and analyze trends or patterns affecting quality. Develops and conducts targeted group coaching sessions for <b>analysts</b> that…,http://ng.indeed.com/viewjob?jk=88ec2d97926248bd&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZk3qOl0s-z-qFpmUH5ULI3Q&indpubnum=9091824477922251&atk=1dlmkh0g6ngl3800,"indeed_clk(this,'1461');",6.45407,3.39467,88ec2d97926248bd,FALSE,FALSE,FALSE,Lagos,8 months ago,
Data Analyst,IT Officer ICT/Programming/Networking,OASIS OILFIELD SERVICES LIMITED,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 16:00,"Confirms project requirements by reviewing program objective, input <b>data</b>, and output requirements with <b>analyst</b>, supervisor, and client.",http://ng.indeed.com/viewjob?jk=9680adc6d2a47c47&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZlaD0LCPKm9I7h8v0UqTIv8&indpubnum=9091824477922251&atk=1dlmkh17mf0bg800,"indeed_clk(this,'2214');",6.45407,3.39467,9680adc6d2a47c47,FALSE,FALSE,FALSE,Lagos,8 months ago,
Data Analyst,Graduate Trainee Analyst,ASHVILLE CONSULTING,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 16:02,Lead investigations into multiple streams of quality <b>data</b>. Ashville Consulting is a strategy consulting firm. Research new algorithms and methods for optimizing…,http://ng.indeed.com/viewjob?jk=b19224cc402c07c0&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZnu7SPzL2VSgKTc5zl0aCEU&indpubnum=9091824477922251&atk=1dlmkgv1gf0bg800,"indeed_clk(this,'9967');",6.45407,3.39467,b19224cc402c07c0,FALSE,FALSE,FALSE,Lagos,8 months ago,
Data Analyst,Credit Data Analyst,Zinka Resources,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 16:02,"<b>Data</b> Validation, <b>Data</b> Storage and Security & Dash Board Creation. The Credit <b>Data</b> <b>Analyst</b> would work closely with the Chief Credit Officer in analysing credit…",http://ng.indeed.com/viewjob?jk=988e42d1e7e67165&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZnu7SPzL2VSgKTc5zl0aCEU&indpubnum=9091824477922251&atk=1dlmkgv1gf0bg800,"indeed_clk(this,'9967');",6.45407,3.39467,988e42d1e7e67165,FALSE,FALSE,FALSE,Lagos,8 months ago,
Network Engineer,Systems Engineer,Zinka Resources,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 16:02,"Proficient with <b>network</b> tools such as iptables, Linux IPVS, HAProxy, etc. {{depending on specific project needs}}. Verify that peripherals are working properly.",http://ng.indeed.com/viewjob?jk=30fdf872cc906d4b&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnN4vYDgJpp70QkV-W9_PCxt8&indpubnum=9091824477922251&atk=1dlmliddc5895800,"indeed_clk(this,'6027');",6.45407,3.39467,30fdf872cc906d4b,FALSE,FALSE,FALSE,Lagos,8 months ago,
Network Engineer,Chemical Engineering,Zinka Resources,Lagos,LA,NG,en,Lagos,profdir,15/01/2019 16:03,The chemical <b>engineer</b> may be called on to conduct product testing and organize the input of other team members.�.,http://ng.indeed.com/viewjob?jk=07f2a986a253a884&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnN4vYDgJpp70QkV-W9_PCxt8&indpubnum=9091824477922251&atk=1dlmliddc5895800,"indeed_clk(this,'6027');",6.45407,3.39467,07f2a986a253a884,FALSE,FALSE,FALSE,Lagos,8 months ago,
Data Analyst,Operations Manger,The Creative Zone,القاهرة الجديدة,C,EG,en,القاهرة الجديدة,The Creative Zone,15/01/2019 18:32,Monitor and maintain <b>data</b> quality within the marketing database. Strong analytical skills (including mastery of Microsoft Excel) and experience with reporting…,http://eg.indeed.com/viewjob?jk=3c7da3407891c88d&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZjWzR3Rd5m0z5atA4lGIu-U&indpubnum=9091824477922251&atk=1dlmkgnnof0bg800,"indeed_clk(this,'2487');",30.03,31.47,3c7da3407891c88d,FALSE,FALSE,FALSE,القاهرة الجديدة,منذ 8 أشهور,
Network Engineer,Engineer: Consumer Support,Vox Telecom,Centurion,GP,ZA,en,"Centurion, Gauteng",Vox Telecom,15/01/2019 21:00,Knowledge of <b>networks</b> and technologies. 1 Year administration of servers / LAN / <b>network</b>. To support the other team <b>engineers</b> of the Technical Department in…,http://www.indeed.co.za/viewjob?jk=56dd87a38de19f6f&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdChDxc1UKtHgsPPqAiebd4E&indpubnum=9091824477922251&atk=1dlmlhk7tbm9h801,"indeed_clk(this,'253');",-25.87444,28.17056,56dd87a38de19f6f,FALSE,FALSE,FALSE,"Centurion, Gauteng",8 months ago,
Network Engineer,Telecom Engineer,El Maaly Egypt Recruitment & Training,القاهرة,C,EG,en,القاهرة,El Maaly Egypt Recruitment & Training,16/01/2019 13:46,Knowledge of complex technical data systems and RF <b>network</b> technologies. Provides support for technical direction and engineering expertise for communications …,http://eg.indeed.com/viewjob?jk=eb43d871a37b7ab4&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF47ES5uzZmeD8FuAsJj2RPUg&indpubnum=9091824477922251&atk=1dlmli80ff1b3801,"indeed_clk(this,'495');",30.06263,31.24967,eb43d871a37b7ab4,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Network Engineer,Sr. Telecom Engineer,El Maaly Egypt Recruitment & Training,القاهرة,C,EG,en,القاهرة,El Maaly Egypt Recruitment & Training,16/01/2019 13:46,"Conducts testing of <b>network</b> systems. Maintains technical expertise in all areas of <b>network</b> and computer hardware and software interconnection and interfacing,…",http://eg.indeed.com/viewjob?jk=b7ea8a993e85d5f6&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF47ES5uzZmeD8FuAsJj2RPUg&indpubnum=9091824477922251&atk=1dlmli80ff1b3801,"indeed_clk(this,'495');",30.06263,31.24967,b7ea8a993e85d5f6,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Data Analyst,Digital Analyst,Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,16/01/2019 14:42,Analyse website session recordings and Google Analytics <b>data</b> to gather valuable insights regarding user behaviour and site performance.,http://www.indeed.co.za/viewjob?jk=f2f1bbde7199eb19&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZoWi4HbX7r8xjdChchUB7Sg&indpubnum=9091824477922251&atk=1dlmkg7sdolnf800,"indeed_clk(this,'6253');",-33.91667,18.41667,f2f1bbde7199eb19,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Network Engineer,Electrical Engineer,Network Recruitment,Pretoria West,GP,ZA,en,"Pretoria West, Gauteng",Network Recruitment,16/01/2019 14:50,5-10 years demonstrated experience as a building services electrical <b>engineer</b>. Must be registered with ECSA a a Professional <b>Engineer</b> (Pr.,http://www.indeed.co.za/viewjob?jk=38032e63ea6adde6&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdH_MoNcFpVNWwklbZ5eKjqk&indpubnum=9091824477922251&atk=1dlmlhu42olnf801,"indeed_clk(this,'370');",-25.75,28.16667,38032e63ea6adde6,FALSE,FALSE,FALSE,"Pretoria West, Gauteng",8 months ago,
Network Engineer,Senior Control and Instrumentation Technician,Network Recruitment,Pretoria,GP,ZA,en,"Pretoria, Gauteng",Network Recruitment,16/01/2019 14:51,"Experience as an instrumentation/control <b>engineer</b> in power generation or petrochemical environment. As specialist in the Electrical Engineering niche, my…",http://www.indeed.co.za/viewjob?jk=040760133f1eddec&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdC8H_rRLJjWFl55DIZ4MEA0&indpubnum=9091824477922251&atk=1dlmlhs53ovv9801,"indeed_clk(this,'8355');",-25.74486,28.18783,040760133f1eddec,FALSE,FALSE,FALSE,"Pretoria, Gauteng",8 months ago,
Data Analyst,Credit Risk Analyst - (Collections / Recoveries) ( Ref 117 ),Star Personnel Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Star Personnel Recruitment,16/01/2019 18:47,"Experience with bureau <b>data</b> beneficial. Great career opportunity with one of SA's best known and most successful fashion retailers, based in Cape Town.",http://www.indeed.co.za/viewjob?jk=f9069eb74e2ec156&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkche9qD0iTjDZVLXFOu_hk&indpubnum=9091824477922251&atk=1dlmkg9rgbm9h800,"indeed_clk(this,'8271');",-33.91667,18.41667,f9069eb74e2ec156,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Data Analyst,Java Developer - Luxembourg Development,Interfront SOC,Somerset West,WC,ZA,en,"Somerset West, Western Cape",Interfront SOC,17/01/2019 14:47,Understand existing product and domain elements and work with business <b>analysts</b> to refine and implement new requirements. A strong knowledge of Java essential.,http://www.indeed.co.za/viewjob?jk=5b116e8deac14acb&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZr0EbF7-cqBPhXdvdk1VMY0&indpubnum=9091824477922251&atk=1dlmkgageovv9801,"indeed_clk(this,'8942');",-34.069717,18.815788,5b116e8deac14acb,FALSE,FALSE,FALSE,"Somerset West, Western Cape",8 months ago,
Data Analyst,Mobile Developers,BTG Recruit (Pty) Ltd,,GP,ZA,en,Gauteng,Career Web,17/01/2019 15:45,You should be well-versed in client/server architectures and have a good understanding of algorithms & <b>data</b> structures.,http://www.indeed.co.za/viewjob?jk=9ac5a840a4a9ad75&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhHM4AdWZE2KsyqCQqhKBuw&indpubnum=9091824477922251&atk=1dlmkg20movv9800,"indeed_clk(this,'245');",,,9ac5a840a4a9ad75,FALSE,FALSE,FALSE,Gauteng,8 months ago,
Network Engineer,DevOps Engineer,Agolo,القاهرة,C,EG,en,القاهرة,Agolo,17/01/2019 20:04,We are seeking an experienced DevOps <b>Engineer</b> to join our new engineering team in Cairo. Experience with Unix/Linux operating systems internals and…,http://eg.indeed.com/viewjob?jk=c99218c81474ba94&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav8EMRwYcTJDSbqHLJiHNrh9lNLuvnUCv3szicr8j-YF47ES5uzZmeD8FuAsJj2RPUg&indpubnum=9091824477922251&atk=1dlmli80ff1b3801,"indeed_clk(this,'495');",30.06263,31.24967,c99218c81474ba94,FALSE,FALSE,FALSE,القاهرة,منذ 8 أشهور,
Data Analyst,ETL Developer,Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,17/01/2019 20:42,Knowledge of <b>data</b> analysis and development lifecycles. An innovative Financial Services company in Cape Town seeks a highly talented ETL Developer o extract…,http://www.indeed.co.za/viewjob?jk=721ae38270724108&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkche9qD0iTjDZVLXFOu_hk&indpubnum=9091824477922251&atk=1dlmkg9rgbm9h800,"indeed_clk(this,'8271');",-33.91667,18.41667,721ae38270724108,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Data Analyst,Consultant data visualisation analyst (réf dva) – Casablanca,,Casablanca,6,MA,fr,Casablanca,e-ingenieur.info,18/01/2019 11:05,Consultant <b>data</b> visualisation <b>analyst</b> (réf dva) – Casablanca : La source du lien de « Consultant <b>data</b> visualisation <b>analyst</b> (réf dva) – Casablanca » est en bas…,http://ma.indeed.com/viewjob?jk=939196600b3ced0e&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhjVlJqnNN7kWEIT_Bh4WSKksYztKg6YcWeBpo--oJoVp-YmrTjdT0pr6Ty3yPAoIYQ&indpubnum=9091824477922251&atk=1dlmkgkd3olng801,"indeed_clk(this,'9075');",33.593914,-7.61763,939196600b3ced0e,FALSE,FALSE,FALSE,Casablanca,il y a 8 mois,
Data Analyst,Data Warehouse & BI Analyst (Contract),Datafin IT Recruitment,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Datafin IT Recruitment,18/01/2019 14:43,"Experience of different <b>data</b> modelling paradigms, such as Kimball dimensional models and/or 3NF <b>data</b> modelling approaches for <b>data</b> warehousing.",http://www.indeed.co.za/viewjob?jk=f4ac199c05806b1a&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkche9qD0iTjDZVLXFOu_hk&indpubnum=9091824477922251&atk=1dlmkg9rgbm9h800,"indeed_clk(this,'8271');",-33.91667,18.41667,f4ac199c05806b1a,FALSE,FALSE,FALSE,"Cape Town, Western Cape",8 months ago,
Data Analyst,Compensation and Benefits Analyst,Human Resource Specialists (Nigeria),Lagos,LA,NG,en,Lagos,Human Resource Specialists (Nigeria),19/01/2019 00:19,Ensure compliance with <b>Data</b> Privacy and Protection Guidelines. A gas and power portfolio company needs a Compensation and Benefits <b>Analyst</b> to ensure employee…,http://ng.indeed.com/viewjob?jk=0b7284e59ae861f3&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZlaD0LCPKm9I7h8v0UqTIv8&indpubnum=9091824477922251&atk=1dlmkh1siovv9800,"indeed_clk(this,'2878');",6.45407,3.39467,0b7284e59ae861f3,FALSE,FALSE,TRUE,Lagos,8 months ago,
Data Analyst,OCEANE CONSULTING,,,,MA,fr,Maroc,Oemaroc,19/01/2019 13:40,"Pour renforcer ses équipes, OCEANE CONSULTING recherche des <b>Analystes</b> Programmeurs Confirmés et Séniors Java/JEE pour les missions suivantes:",http://ma.indeed.com/viewjob?jk=8bc4b26fcd33bad5&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhjVlJqnNN7kWEIT_Bh4WSKksYztKg6YcWeBpo--oJoVp-YmrTjdT0pr6Ty3yPAoIYQ&indpubnum=9091824477922251&atk=1dlmkgl32f1b3800,"indeed_clk(this,'9777');",,,8bc4b26fcd33bad5,FALSE,FALSE,FALSE,Maroc,il y a 8 mois,
Data Analyst,iOS and Android Mobile Developers,BTG Recruit (Pty) Ltd,,GP,ZA,en,Gauteng,Career Web,21/01/2019 15:45,You should be well-versed in client/server architectures and good understanding of algorithms & <b>data</b> structures.,http://www.indeed.co.za/viewjob?jk=d93d1db0aaee2bed&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhHM4AdWZE2KsyqCQqhKBuw&indpubnum=9091824477922251&atk=1dlmkg20movv9800,"indeed_clk(this,'245');",,,d93d1db0aaee2bed,FALSE,FALSE,FALSE,Gauteng,8 months ago,
Data Analyst,Database Analyst at Nextier,careersome,Abuja,FC,NG,en,Abuja,careersome,21/01/2019 16:02,"Identify and address <b>data</b> integrity issues. Experience in an IT environment, with experience in <b>data</b> analysis. Test and develop database management plan.",http://ng.indeed.com/viewjob?jk=49eedf1129a68298&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZvIlBnDegHLMZdCfYOc2WKw&indpubnum=9091824477922251&atk=1dlmkgsstf370800,"indeed_clk(this,'7772');",9.076478,7.398574,49eedf1129a68298,FALSE,FALSE,FALSE,Abuja,8 months ago,
